Participant;Time;Attention;Meditation
P01;14:48:25;51;34
P01;14:48:26;63;37
P01;14:48:27;63;37
P01;14:48:28;63;37
P01;14:48:29;67;35
P01;14:48:30;67;37
P01;14:48:31;61;30
P01;14:48:32;53;26
P01;14:48:33;57;26
P01;14:48:34;57;20
P01;14:48:35;57;30
P01;14:48:36;48;14
P01;14:48:37;48;14
P01;14:48:38;50;38
P01;14:48:39;37;41
P01;14:48:40;44;64
P01;14:48:41;40;80
P01;14:48:42;48;78
P01;14:48:43;48;78
P01;14:48:44;50;64
P01;14:48:45;41;47
P01;14:48:46;35;24
P01;14:48:47;54;10
P01;14:48:48;66;21
P01;14:48:49;83;27
P01;14:48:50;91;21
P01;14:48:51;78;53
P01;14:48:52;78;67
P01;14:48:53;60;63
P01;14:48:54;66;75
P01;14:48:55;81;51
P01;14:48:56;63;13
P01;14:48:57;64;16
P01;14:48:58;48;17
P01;14:48:59;40;23
P01;14:49:00;48;41
P01;14:49:01;60;54
P01;14:49:02;67;53
P01;14:49:03;53;47
P01;14:49:04;47;44
P01;14:49:05;23;23
P01;14:49:06;4;16
P01;14:49:07;16;34
P01;14:49:08;21;44
P01;14:49:09;37;47
P01;14:49:10;48;48
P01;14:49:11;48;38
P01;14:49:12;44;35
P01;14:49:13;50;50
P01;14:49:14;54;51
P01;14:49:15;48;56
P01;14:49:16;56;60
P01;14:49:17;56;51
P01;14:49:18;56;64
P01;14:49:19;67;64
P01;14:49:20;75;63
P01;14:49:21;74;60
P01;14:49:22;75;47
P01;14:49:23;77;47
P01;14:49:24;75;27
P01;14:49:25;77;41
P01;14:49:26;77;51
P01;14:49:27;70;51
P01;14:49:28;60;60
P01;14:49:29;60;47
P01;14:49:30;51;48
P01;14:49:31;43;57
P01;14:49:32;53;66
P01;14:49:33;67;67
P01;14:49:34;83;66
P01;14:49:35;90;67
P01;14:49:36;90;41
P01;14:49:37;80;53
P01;14:49:38;70;66
P01;14:49:39;69;54
P01;14:49:40;74;84
P01;14:49:41;75;93
P01;14:49:42;80;80
P01;14:49:43;81;88
P01;14:49:44;75;88
P01;14:49:45;54;67
P01;14:49:46;41;66
P01;14:49:47;44;64
P01;14:49:48;43;60
P01;14:49:49;63;69
P01;14:49:50;74;66
P01;14:49:51;66;50
P01;14:49:52;51;41
P01;14:49:53;47;41
P01;14:49:54;37;60
P01;14:49:55;37;66
P01;14:49:56;43;90
P01;14:49:57;43;83
P01;14:49:58;47;48
P01;14:49:59;37;54
P01;14:50:00;53;38
P01;14:50:01;57;38
P01;14:50:02;54;37
P01;14:50:03;57;37
P01;14:50:04;40;41
P01;14:50:05;27;44
P01;14:50:06;35;53
P01;14:50:07;40;63
P01;14:50:08;54;64
P01;14:50:09;78;54
P01;14:50:10;67;66
P01;14:50:11;67;48
P01;14:50:12;51;43
P01;14:50:13;37;57
P01;14:50:14;50;44
P01;14:50:15;60;27
P01;14:50:16;78;21
P01;14:50:17;83;13
P01;14:50:18;57;4
P01;14:50:19;56;23
P01;14:50:20;48;26
P01;14:50:21;44;35
P01;14:50:22;63;53
P01;14:50:23;54;63
P01;14:50:24;57;48
P01;14:50:25;66;47
P01;14:50:26;61;60
P01;14:50:27;56;56
P01;14:50:28;53;69
P01;14:50:29;50;67
P01;14:50:30;54;51
P01;14:50:31;61;53
P01;14:50:32;70;48
P01;14:50:33;47;41
P01;14:50:34;34;37
P01;14:50:35;43;40
P01;14:50:36;44;43
P01;14:50:37;67;57
P01;14:50:38;74;74
P01;14:50:39;54;64
P01;14:50:40;23;56
P01;14:50:41;4;26
P01;14:50:42;1;27
P01;14:50:43;3;38
P01;14:50:44;17;56
P01;14:50:45;35;81
P01;14:50:46;48;77
P01;14:50:47;69;57
P01;14:50:48;83;53
P01;14:50:49;83;51
P01;14:50:50;81;37
P01;14:50:51;48;24
P01;14:50:52;43;27
P01;14:50:53;43;7
P01;14:50:54;50;24
P01;14:50:55;84;50
P01;14:50:56;84;40
P01;14:50:57;81;67
P01;14:50:58;70;53
P01;14:50:59;60;48
P01;14:51:00;63;61
P01;14:51:01;77;56
P01;14:51:02;93;67
P01;14:51:03;100;66
P01;14:51:04;100;70
P01;14:51:05;93;64
P01;14:51:06;96;64
P01;14:51:07;90;60
P01;14:51:08;77;44
P01;14:51:09;67;47
P01;14:51:10;56;44
P01;14:51:11;60;51
P01;14:51:12;60;48
P01;14:51:13;60;48
P01;14:51:14;60;48
P01;14:51:15;66;56
P01;14:51:16;60;51
P01;14:51:17;51;51
P01;14:51:18;53;57
P01;14:51:19;43;61
P01;14:51:20;30;66
P01;14:51:21;29;78
P01;14:51:22;44;70
P01;14:51:23;51;48
P01;14:51:24;56;23
P01;14:51:25;60;1
P01;14:51:26;47;1
P01;14:51:27;37;11
P01;14:51:28;38;16
P01;14:51:29;29;48
P01;14:51:30;21;56
P01;14:51:31;29;38
P01;14:51:32;37;30
P01;14:51:33;44;23
P01;14:51:34;61;20
P01;14:51:35;67;44
P01;14:51:36;77;63
P01;14:51:37;77;66
P01;14:51:38;66;64
P01;14:51:39;61;56
P01;14:51:40;57;70
P01;14:51:41;67;64
P01;14:51:42;80;74
P01;14:51:43;78;80
P01;14:51:44;80;70
P01;14:51:45;61;67
P01;14:51:46;60;51
P01;14:51:47;66;54
P01;14:51:48;67;57
P01;14:51:49;80;69
P01;14:51:50;64;83
P01;14:51:51;60;96
P01;14:51:52;0;0
P01;14:51:53;93;84
P01;14:51:54;0;0
P01;14:51:55;100;67
P01;14:51:56;100;63
P01;14:51:57;87;80
P01;14:51:58;75;81
P01;14:51:59;75;84
P01;14:52:00;69;81
P01;14:52:01;67;80
P01;14:52:02;63;77
P01;14:52:03;60;70
P01;14:52:04;48;69
P01;14:52:05;53;69
P01;14:52:06;64;66
P01;14:52:07;77;69
P01;14:52:08;96;67
P01;14:52:09;88;57
P01;14:52:10;66;78
P01;14:52:11;54;57
P01;14:52:12;43;54
P01;14:52:13;44;69
P01;14:52:14;64;57
P01;14:52:15;70;75
P01;14:52:16;69;87
P01;14:52:17;67;87
P01;14:52:18;56;93
P01;14:52:19;63;91
P01;14:52:20;64;83
P01;14:52:21;53;63
P01;14:52:22;48;51
P01;14:52:23;21;29
P01;14:52:24;11;34
P01;14:52:25;23;56
P01;14:52:26;17;50
P01;14:52:27;50;69
P01;14:52:28;77;67
P01;14:52:29;93;43
P01;14:52:30;100;35
P01;14:52:31;100;35
P01;14:52:32;75;26
P01;14:52:33;75;26
P01;14:52:34;75;26
P01;14:52:35;53;38
P01;14:52:36;43;63
P01;14:52:37;44;60
P01;14:52:38;53;78
P01;14:52:39;69;83
P01;14:52:40;74;67
P01;14:52:41;63;81
P01;14:52:42;87;64
P01;14:52:43;77;61
P01;14:52:44;84;64
P01;14:52:45;75;61
P01;14:52:46;61;67
P01;14:52:47;70;56
P01;14:52:48;48;63
P01;14:52:49;61;56
P01;14:52:50;66;56
P01;14:52:51;66;60
P01;14:52:52;84;51
P01;14:52:53;88;61
P01;14:52:54;88;66
P01;14:52:55;75;67
P01;14:52:56;77;78
P01;14:52:57;70;70
P01;14:52:58;57;78
P01;14:52:59;63;91
P01;14:53:00;74;77
P01;14:53:01;57;74
P01;14:53:02;53;61
P01;14:53:03;56;56
P01;14:53:04;54;56
P01;14:53:05;60;69
P01;14:53:06;87;54
P01;14:53:07;66;51
P01;14:53:08;50;51
P01;14:53:09;66;37
P01;14:53:10;57;50
P01;14:53:11;77;57
P01;14:53:12;66;48
P01;14:53:13;66;48
P01;14:53:14;75;43
P01;14:53:15;69;29
P01;14:53:16;75;50
P01;14:53:17;74;61
P01;14:53:18;78;56
P01;14:53:19;78;75
P01;14:53:20;88;67
P01;14:53:21;75;47
P01;14:53:22;60;63
P01;14:53:23;61;37
P01;14:53:24;70;30
P01;14:53:25;83;53
P01;14:53:26;96;50
P01;14:53:27;93;56
P01;14:53:28;74;57
P01;14:53:29;84;43
P01;14:53:30;78;41
P01;14:53:31;90;47
P01;14:53:32;100;43
P01;14:53:33;91;37
P01;14:53:34;93;30
P01;14:53:35;88;43
P01;14:53:36;70;40
P01;14:53:37;77;47
P01;14:53:38;57;64
P01;14:53:39;54;60
P01;14:53:40;60;70
P01;14:53:41;63;84
P01;14:53:42;77;78
P01;14:53:43;84;80
P01;14:53:44;78;70
P01;14:53:45;74;69
P01;14:53:46;69;63
P01;14:53:47;60;66
P01;14:53:48;56;90
P01;14:53:49;60;78
P01;14:53:50;50;74
P01;14:53:51;56;67
P01;14:53:52;61;48
P01;14:53:53;60;56
P01;14:53:54;77;56
P01;14:53:55;60;48
P01;14:53:56;51;41
P01;14:53:57;47;48
P01;14:53:58;40;40
P01;14:53:59;57;53
P01;14:54:00;67;64
P01;14:54:01;69;70
P01;14:54:02;64;74
P01;14:54:03;67;60
P01;14:54:04;69;64
P01;14:54:05;74;50
P01;14:54:06;83;64
P01;14:54:07;77;64
P01;14:54:08;69;70
P01;14:54:09;57;75
P01;14:54:10;40;61
P01;14:54:11;54;48
P01;14:54:12;66;30
P01;14:54:13;81;30
P01;14:54:14;88;26
P01;14:54:15;80;61
P01;14:54:16;80;57
P01;14:54:17;74;64
P01;14:54:18;83;81
P01;14:54:19;90;60
P01;14:54:20;63;70
P01;14:54:21;69;57
P01;14:54:22;63;41
P01;14:54:23;50;53
P01;14:54:24;80;43
P01;14:54:25;77;40
P01;14:54:26;74;60
P01;14:54:27;80;51
P01;14:54:28;66;63
P01;14:54:29;70;64
P01;14:54:30;66;57
P01;14:54:31;51;56
P01;14:54:32;47;63
P01;14:54:33;27;69
P01;14:54:34;21;60
P01;14:54:35;21;60
P01;14:54:36;30;63
P01;14:54:37;29;61
P01;14:54:38;40;64
P01;14:54:39;47;63
P01;14:54:40;41;56
P01;14:54:41;38;44
P01;14:54:42;37;37
P01;14:54:43;44;54
P01;14:54:44;47;66
P01;14:54:45;44;64
P01;14:54:46;29;51
P01;14:54:47;29;48
P01;14:54:48;34;21
P01;14:54:49;35;27
P01;14:54:50;50;50
P01;14:54:51;63;41
P01;14:54:52;70;54
P01;14:54:53;87;54
P01;14:54:54;100;41
P01;14:54:55;100;43
P01;14:54:56;88;48
P01;14:54:57;81;54
P01;14:54:58;69;57
P01;14:54:59;40;64
P01;14:55:00;40;64
P01;14:55:01;40;64
P01;14:55:02;34;60
P01;14:55:03;30;57
P01;14:55:04;16;56
P01;14:55:05;24;66
P01;14:55:06;26;84
P01;14:55:07;21;83
P01;14:55:08;30;88
P01;14:55:09;35;77
P01;14:55:10;48;66
P01;14:55:11;67;56
P01;14:55:12;64;66
P01;14:55:13;60;66
P01;14:55:14;54;69
P01;14:55:15;35;63
P01;14:55:16;27;51
P01;14:55:17;43;56
P01;14:55:18;47;57
P01;14:55:19;50;75
P01;14:55:20;64;66
P01;14:55:21;56;54
P01;14:55:22;44;44
P01;14:55:23;53;41
P01;14:55:24;41;60
P01;14:55:25;43;67
P01;14:55:26;67;67
P01;14:55:27;57;64
P01;14:55:28;67;53
P01;14:55:29;66;48
P01;14:55:30;54;48
P01;14:55:31;64;54
P01;14:55:32;54;50
P01;14:55:33;60;56
P01;14:55:34;56;64
P01;14:55:35;47;51
P01;14:55:36;47;53
P01;14:55:37;35;43
P01;14:55:38;29;48
P01;14:55:39;35;60
P01;14:55:40;23;56
P01;14:55:41;23;47
P01;14:55:42;21;30
P01;14:55:43;14;26
P01;14:55:44;26;34
P01;14:55:45;37;51
P01;14:55:46;43;69
P01;14:55:47;53;81
P01;14:55:48;54;87
P01;14:55:49;54;88
P01;14:55:50;54;70
P01;14:55:51;54;66
P01;14:55:52;66;63
P01;14:55:53;53;40
P01;14:55:54;47;53
P01;14:55:55;47;50
P01;14:55:56;40;48
P01;14:55:57;54;44
P01;14:55:58;69;34
P01;14:55:59;81;29
P01;14:56:00;78;40
P01;14:56:01;67;60
P01;14:56:02;53;81
P01;14:56:03;30;78
P01;14:56:04;0;0
P01;14:56:05;51;83
P01;14:56:06;63;60
P01;14:56:07;0;0
P01;14:56:08;0;60
P01;14:56:07;67;0
P01;14:56:08;44;54
P01;14:56:09;43;64
P01;14:56:10;41;77
P01;14:56:11;41;64
P01;14:56:12;60;63
P01;14:56:13;63;61
P01;14:56:14;48;51
P01;14:56:15;51;56
P01;14:56:16;51;63
P01;14:56:17;44;48
P01;14:56:18;66;54
P01;14:56:19;64;54
P01;14:56:20;66;50
P01;14:56:21;70;67
P01;14:56:22;51;66
P01;14:56:23;48;75
P01;14:56:24;35;81
P01;14:56:25;29;84
P01;14:56:26;50;83
P01;14:56:27;50;70
P01;14:56:28;48;48
P01;14:56:29;54;26
P01;14:56:30;50;27
P01;14:56:31;43;40
P01;14:56:32;57;74
P01;14:56:33;63;88
P01;14:56:34;75;88
P01;14:56:35;70;91
P01;14:56:36;70;80
P01;14:56:37;64;60
P01;14:56:38;56;66
P01;14:56:39;60;51
P01;14:56:40;57;53
P01;14:56:41;63;67
P01;14:56:42;56;75
P01;14:56:43;48;84
P01;14:56:44;50;81
P01;14:56:45;41;78
P01;14:56:46;48;60
P01;14:56:47;53;48
P01;14:56:48;48;61
P01;14:56:49;61;54
P01;14:56:50;43;60
P01;14:56:51;41;77
P01;14:56:52;51;61
P01;14:56:53;48;69
P01;14:56:54;64;77
P01;14:56:55;80;75
P01;14:56:56;69;67
P01;14:56:57;64;63
P01;14:56:58;69;56
P01;14:56:59;67;34
P01;14:57:00;74;48
P01;14:57:01;83;53
P01;14:57:02;83;50
P01;14:57:03;77;67
P01;14:57:04;75;63
P01;14:57:05;44;44
P01;14:57:06;44;51
P01;14:57:07;51;53
P01;14:57:08;53;48
P01;14:57:09;77;64
P01;14:57:10;75;64
P01;14:57:11;70;64
P01;14:57:12;75;80
P01;14:57:13;67;75
P01;14:57:14;75;67
P01;14:57:15;69;70
P01;14:57:16;69;70
P01;14:57:17;67;57
P01;14:57:18;70;53
P01;14:57:19;54;50
P01;14:57:20;63;44
P01;14:57:21;60;47
P01;14:57:22;60;60
P01;14:57:23;69;74
P01;14:57:24;63;57
P01;14:57:25;60;60
P01;14:57:26;53;47
P01;14:57:27;56;37
P01;14:57:28;50;53
P01;14:57:29;57;60
P01;14:57:30;66;67
P01;14:57:31;61;69
P01;14:57:32;70;56
P01;14:57:33;60;44
P01;14:57:34;44;38
P01;14:57:35;43;38
P01;14:57:36;41;53
P01;14:57:37;50;67
P01;14:57:38;69;66
P01;14:57:39;64;77
P01;14:57:40;69;67
P01;14:57:41;69;60
P01;14:57:42;47;60
P01;14:57:43;60;43
P01;14:57:44;56;48
P01;14:57:45;50;44
P01;14:57:46;64;60
P01;14:57:47;53;60
P01;14:57:48;44;51
P01;17:06:39;0;0
P01;17:06:43;66;66
P01;17:06:44;87;74
P01;17:06:45;81;74
P01;17:06:46;91;64
P01;17:06:47;97;43
P01;17:06:48;87;17
P01;17:06:49;90;3
P01;17:06:50;81;1
P01;17:06:51;64;1
P01;17:06:52;48;17
P01;17:06:53;48;37
P01;17:06:54;24;44
P01;17:06:55;11;37
P01;17:06:56;7;27
P01;17:06:57;23;38
P01;17:06:58;50;30
P01;17:06:59;70;29
P01;17:07:00;80;16
P01;17:07:01;80;1
P01;17:07:02;83;20
P01;17:07:03;94;17
P01;17:07:04;100;35
P01;17:07:05;88;35
P01;17:07:06;63;30
P01;17:07:07;48;41
P01;17:07:08;54;51
P01;17:07:09;60;69
P01;17:07:10;54;54
P01;17:07:11;44;64
P01;17:07:12;40;60
P01;17:07:13;30;53
P01;17:07:14;40;60
P01;17:07:15;53;51
P01;17:07:16;50;47
P01;17:07:17;53;38
P01;17:07:18;44;35
P01;17:07:19;38;44
P01;17:07:20;40;48
P01;17:07:21;37;34
P01;17:07:22;30;40
P01;17:07:23;26;47
P01;17:07:24;10;40
P01;17:07:25;1;53
P01;17:07:26;4;56
P01;17:07:27;3;40
P01;17:07:28;1;37
P01;17:07:29;17;50
P01;17:07:30;17;53
P01;17:07:31;10;47
P01;17:07:32;27;57
P01;17:07:33;21;56
P01;17:07:34;20;57
P01;17:07:35;26;56
P01;17:07:36;27;61
P01;17:07:37;30;56
P01;17:07:38;24;38
P01;17:07:39;35;69
P01;17:07:40;38;61
P01;17:07:41;34;56
P01;17:07:42;50;74
P01;17:07:43;48;57
P01;17:07:44;48;61
P01;17:07:45;43;69
P01;17:07:46;27;69
P01;17:07:47;24;63
P01;17:07:48;23;57
P01;17:07:49;20;70
P01;17:07:50;20;70
P01;17:07:51;40;83
P01;17:07:52;47;74
P01;17:07:53;50;64
P01;17:07:54;57;43
P01;17:07:55;69;16
P01;17:07:56;74;26
P01;17:07:57;61;30
P01;17:07:58;78;20
P01;17:07:59;78;20
P01;17:08:01;78;20
P01;17:08:02;78;20
P01;17:08:03;69;0
P01;17:08:04;0;23
P01;17:08:05;70;23
P01;17:08:06;66;23
P01;17:08:07;57;7
P01;17:08:08;50;3
P01;17:08:09;0;0
P01;17:08:10;56;0
P01;17:08:09;0;0
P01;17:08:10;67;3
P01;17:08:11;66;16
P01;17:08:12;54;13
P01;17:08:13;48;30
P01;17:08:14;14;30
P01;17:08:15;3;50
P01;17:08:16;17;53
P01;17:08:17;17;53
P01;17:08:18;17;53
P01;17:08:19;23;40
P01;17:08:20;29;48
P01;17:08:21;21;23
P01;17:08:22;17;20
P01;17:08:23;24;34
P01;17:08:24;27;43
P01;17:08:25;51;56
P01;17:08:26;50;83
P01;17:08:27;38;80
P01;17:08:28;37;57
P01;17:08:29;37;60
P01;17:08:30;50;43
P01;17:08:31;60;51
P01;17:08:32;66;63
P01;17:08:33;69;66
P01;17:08:34;74;83
P01;17:08:35;75;77
P01;17:08:36;70;63
P01;17:08:37;63;48
P01;17:08:38;53;21
P01;17:08:39;60;14
P01;17:08:40;67;7
P01;17:08:41;87;26
P01;17:08:42;83;40
P01;17:08:43;78;48
P01;17:08:44;87;63
P01;17:08:45;80;48
P01;17:08:46;83;29
P01;17:08:47;88;24
P01;17:08:48;77;26
P01;17:08:49;61;20
P01;17:08:50;51;48
P01;17:08:51;30;30
P01;17:08:52;35;27
P01;17:08:53;40;29
P01;17:08:54;47;4
P01;17:08:55;51;14
P01;17:08:56;44;11
P01;17:08:57;56;21
P01;17:08:58;56;37
P01;17:08:59;50;30
P01;17:09:00;54;34
P01;17:09:01;38;34
P01;17:09:02;37;26
P01;17:09:03;50;41
P01;17:09:04;43;54
P01;17:09:05;40;48
P01;17:09:06;47;63
P01;17:09:07;43;57
P01;17:09:08;34;40
P01;17:09:09;40;40
P01;17:09:10;37;35
P01;17:09:11;23;37
P01;17:09:12;38;30
P01;17:09:13;41;30
P01;17:09:14;43;34
P01;17:09:15;70;43
P01;17:09:16;67;64
P01;17:09:17;53;54
P01;17:09:18;61;51
P01;17:09:19;48;23
P01;17:09:20;38;1
P01;17:09:21;53;3
P01;17:09:22;40;21
P01;17:09:23;29;47
P01;17:09:24;37;60
P01;17:09:25;37;60
P01;17:09:26;37;60
P01;17:09:27;48;66
P01;17:09:28;48;38
P01;17:09:29;60;17
P01;17:09:30;69;20
P01;17:09:31;56;20
P01;17:09:32;50;29
P01;17:09:33;54;48
P01;17:09:34;51;51
P01;17:09:35;56;67
P01;17:09:36;70;78
P01;17:09:37;78;74
P01;17:09:38;84;67
P01;17:09:39;87;63
P01;17:09:40;91;51
P01;17:09:41;80;30
P01;17:09:42;78;34
P01;17:09:43;70;38
P01;17:09:44;50;24
P01;17:09:45;51;34
P01;17:09:46;44;16
P01;17:09:47;48;16
P01;17:09:48;43;20
P01;17:09:49;41;21
P01;17:09:50;35;27
P01;17:09:51;17;20
P01;17:09:52;35;34
P01;17:09:53;14;34
P01;17:09:54;17;50
P01;17:09:55;17;48
P01;17:09:56;8;41
P01;17:09:57;26;44
P01;17:09:58;27;37
P01;17:09:59;27;37
P01;17:10:00;27;37
P01;17:10:01;27;37
P01;17:10:02;27;37
P01;17:10:03;27;37
P01;17:10:04;27;37
P01;17:10:05;0;0
P01;17:10:06;0;0
P01;17:10:07;0;0
P01;17:10:08;0;0
P01;17:10:09;53;51
P01;17:10:10;66;57
P01;17:10:11;64;77
P01;17:10:12;64;77
P01;17:10:13;56;66
P01;17:10:14;56;66
P01;17:10:15;48;67
P01;17:10:16;51;51
P01;17:10:17;43;44
P01;17:10:18;47;50
P01;17:10:19;51;50
P01;17:10:20;54;66
P01;17:10:21;51;70
P01;17:10:22;53;75
P01;17:10:23;53;81
P01;17:10:24;44;67
P01;17:10:25;56;75
P01;17:10:26;40;57
P01;17:10:27;34;50
P01;17:10:28;40;53
P01;17:10:29;44;51
P01;17:10:30;54;57
P01;17:10:31;56;63
P01;17:10:32;56;63
P01;17:10:33;56;63
P01;17:10:34;56;63
P01;17:10:35;60;64
P01;17:10:36;60;67
P01;17:10:37;64;66
P01;17:10:38;74;64
P01;17:10:39;69;61
P01;17:10:40;70;63
P01;17:10:41;57;56
P01;17:10:42;53;61
P01;17:10:43;54;74
P01;17:10:44;50;66
P01;17:10:45;51;74
P01;17:10:46;47;48
P01;17:10:47;43;38
P01;17:10:48;30;34
P01;17:10:49;38;38
P01;17:10:50;44;53
P01;17:10:51;44;56
P01;17:10:52;47;54
P01;17:10:53;40;54
P01;17:10:54;43;63
P01;17:10:55;47;64
P01;17:10:56;47;69
P01;17:10:57;53;70
P01;17:10:58;50;75
P01;17:10:59;47;69
P01;17:11:00;61;74
P01;17:11:01;63;75
P01;17:11:02;60;60
P01;17:11:03;57;61
P01;17:11:04;44;53
P01;17:11:05;44;44
P01;17:11:06;47;40
P01;17:11:07;48;43
P01;17:11:08;51;57
P01;17:11:09;48;64
P01;17:11:10;40;67
P01;17:11:11;44;66
P01;17:11:12;53;66
P01;17:11:13;69;60
P01;17:11:14;81;56
P01;17:11:15;81;51
P01;17:11:16;75;41
P01;17:11:17;60;51
P01;17:11:18;60;51
P01;17:11:19;60;51
P01;17:11:20;57;63
P01;17:11:21;69;75
P01;17:11:22;70;81
P01;17:11:23;81;84
P01;17:11:24;80;87
P01;17:11:25;67;75
P01;17:11:26;70;74
P01;17:11:27;74;63
P01;17:11:28;78;61
P01;17:11:29;77;61
P01;17:11:30;75;63
P01;17:11:31;74;70
P01;17:11:32;63;63
P01;17:11:33;56;64
P01;17:11:34;56;57
P01;17:11:35;41;48
P01;17:11:36;34;50
P01;17:11:37;37;47
P01;17:11:38;27;43
P01;17:11:39;34;50
P01;17:11:40;50;53
P01;17:11:41;44;51
P01;17:11:42;50;56
P01;17:11:43;54;47
P01;17:11:44;48;44
P01;17:11:45;48;48
P01;17:11:46;43;37
P01;17:11:47;41;48
P01;17:11:48;41;40
P01;17:11:49;50;51
P01;17:11:50;53;69
P01;17:11:51;48;70
P01;17:11:52;40;70
P01;17:11:53;38;69
P01;17:11:54;50;61
P01;17:11:55;57;60
P01;17:11:56;78;63
P01;17:11:57;88;51
P01;17:11:58;78;53
P01;17:11:59;75;47
P01;17:12:00;67;53
P01;17:12:01;60;67
P01;17:12:02;56;77
P01;17:12:03;60;84
P01;17:12:04;56;83
P01;17:12:05;63;69
P01;17:12:06;80;61
P01;17:12:07;77;60
P01;17:12:08;87;61
P01;17:12:09;83;66
P01;17:12:10;67;56
P01;17:12:11;70;54
P01;17:12:12;57;37
P01;17:12:13;60;35
P01;17:12:14;60;51
P01;17:12:15;56;47
P01;17:12:16;0;47
P01;17:12:15;56;0
P01;17:12:16;0;0
P01;17:12:17;61;63
P01;17:12:18;60;67
P01;17:12:19;64;64
P01;17:12:20;56;69
P01;17:12:21;54;0
P01;17:12:22;54;80
P01;17:12:23;53;80
P01;17:12:24;56;75
P01;17:12:25;64;83
P01;17:12:26;64;75
P01;17:12:27;60;70
P01;17:12:28;50;70
P01;17:12:29;44;54
P01;17:12:30;34;44
P01;17:12:31;38;44
P01;17:12:32;47;37
P01;17:12:33;48;41
P01;17:12:34;53;50
P01;17:12:35;60;50
P01;17:12:36;54;63
P01;17:12:37;60;69
P01;17:12:38;63;67
P01;17:12:39;53;75
P01;17:12:40;61;69
P01;17:12:41;61;67
P01;17:12:42;70;64
P01;17:12:43;77;56
P01;17:12:44;61;54
P01;17:12:45;47;53
P01;17:12:46;34;57
P01;17:12:47;37;57
P01;17:12:48;54;67
P01;17:12:49;74;80
P01;17:12:50;69;88
P01;17:12:51;60;90
P01;17:12:52;56;91
P01;17:12:53;50;74
P01;17:12:54;57;64
P01;17:12:55;69;63
P01;17:12:56;77;54
P01;17:12:57;78;61
P01;17:12:58;77;63
P01;17:12:59;64;66
P01;17:13:00;56;67
P01;17:13:01;60;63
P01;17:13:02;61;66
P01;17:13:03;64;67
P01;17:13:04;64;78
P01;17:13:05;66;88
P01;17:13:06;80;84
P01;17:13:07;84;87
P01;17:13:08;74;67
P01;17:13:09;63;66
P01;17:13:10;50;57
P01;17:13:11;48;53
P01;17:13:12;69;69
P01;17:13:13;81;61
P01;17:13:14;83;63
P01;17:13:15;74;74
P01;17:13:16;67;74
P01;17:13:17;63;75
P01;17:13:18;53;74
P01;17:13:19;67;61
P01;17:13:20;56;53
P01;17:13:21;67;60
P01;17:13:22;83;66
P01;17:13:23;77;70
P01;17:13:24;77;70
P01;17:13:25;74;69
P01;17:13:26;51;64
P01;17:13:27;35;63
P01;17:13:28;21;60
P01;17:13:29;24;57
P01;17:13:30;24;54
P01;17:13:31;41;53
P01;17:13:32;56;53
P01;17:13:33;67;54
P01;17:13:34;60;44
P01;17:13:35;51;54
P01;17:13:36;43;53
P01;17:13:37;44;54
P01;17:13:38;56;70
P01;17:13:39;54;70
P01;17:13:40;44;60
P01;17:13:41;30;50
P01;17:13:42;35;50
P01;17:13:43;27;26
P01;17:13:44;34;43
P01;17:13:45;38;48
P01;17:13:46;43;54
P01;17:13:47;60;64
P01;17:13:48;69;56
P01;17:13:49;74;61
P01;17:13:50;53;48
P01;17:13:51;50;56
P01;17:13:52;43;57
P01;17:13:53;34;53
P01;17:13:54;50;63
P01;17:13:55;43;50
P01;17:13:56;38;50
P01;17:13:57;38;47
P01;17:13:58;29;38
P01;17:13:59;37;53
P01;17:14:00;41;50
P01;17:14:01;43;64
P01;17:14:02;57;69
P01;17:14:03;61;63
P01;17:14:04;57;64
P01;17:14:05;66;57
P01;17:14:06;56;48
P01;17:14:07;63;53
P01;17:14:08;70;56
P01;17:14:09;81;61
P01;17:14:10;88;66
P01;17:14:11;80;64
P01;17:14:12;75;57
P01;17:14:13;51;53
P01;17:14:14;57;61
P01;17:14:15;67;57
P01;17:14:16;64;66
P01;17:14:17;77;66
P01;17:14:18;80;61
P01;17:14:19;67;67
P01;17:14:20;69;61
P01;17:14:21;74;63
P01;17:14:22;69;66
P01;17:14:23;69;66
P01;17:14:24;81;74
P01;17:14:25;78;81
P01;17:14:26;75;69
P01;17:14:27;74;56
P01;17:14:28;69;56
P01;17:14:29;88;47
P01;17:14:30;87;57
P01;17:14:31;94;66
P01;17:14:32;87;60
P01;17:14:33;67;64
P01;17:14:34;57;63
P01;17:14:35;57;63
P01;17:14:36;51;64
P01;17:14:37;60;57
P01;17:14:38;54;64
P01;17:14:39;61;61
P01;17:14:40;57;57
P01;17:14:41;29;50
P01;17:14:42;21;41
P01;17:14:43;21;38
P01;17:14:44;17;37
P01;17:14:45;35;47
P01;17:14:46;53;56
P01;17:14:47;48;57
P01;17:14:48;54;57
P01;17:14:49;57;63
P01;17:14:50;48;48
P01;17:14:51;50;66
P01;17:14:52;30;69
P01;17:14:53;30;67
P01;17:14:54;23;64
P01;17:14:55;26;47
P01;17:14:56;40;47
P01;17:14:57;48;51
P01;17:14:58;57;60
P01;17:14:59;47;60
P01;17:15:00;48;57
P01;17:15:01;38;63
P01;17:15:02;37;63
P01;17:15:03;48;74
P01;17:15:04;48;70
P01;17:15:05;53;66
P01;17:15:06;56;70
P01;17:15:07;56;70
